"strong","lemma","gloss","freq","vu","updatedAt"
"H0209","אוֹנָן","Onan = «vigoureux»","8","false","null"
"H0210","אוּפָז","Uphaz = « île d’or fin»","2","false","null"
"H0211","אוֹפִיר","Ophir = «débarrassé des cendres»","13","false","null"
"H0212","אוֹפָן","roue","35","false","null"
"H0213","אוּץ","se presser, être pressé, faire en hâte, être étroit","10","false","null"
"H0214","אוֹצָר","trésor, magasin de stockage","79","false","null"
"H0215","אוֹר","(Qal) être brillant, devenir brillant; (Nif) être illuminé; (Hif) luire, briller, illuminer, allumer","43","true","2024-11-01 08:15:49.825"
"H0216","אוֹר","lumière","121","false","null"
"H0217","אֻרִים","flamme, lumière du feu","6","false","null"
"H0218","אוּר","Ur = «flamme»","5","false","null"
"H0219","אוֹרָה","lumière","4","false","null"
"H0220","אֲוֵרָה","mangeoire, stalle, étable, crèche","1","false","null"
"H0221","אוּרִי","Uri = «ardent, lumière»","8","false","null"
"H0222","אוּרִיאֵל","Uriel = «El (Dieu) est ma lumière»","4","false","null"
"H0223","אוּרִיָּה","Urie = «l’Éternel est ma lumière»","39","false","null"
"H0224","אוּרִים","Urim = «lumières»","8","false","null"
"H0225","אוּת","consentement, être d’accord","4","false","null"
"H0226","אוֹת","signe, signal","80","false","null"
"H0227","אָז","alors, en ce temps là","141","false","null"
"H0228","אֲזָא","rendre chaud, chauffer","3","false","null"
"H0229","אֶזְבָּ֑י","Ezbaï = «humilité »","1","false","null"
"H0230","אַזְדָּא","être parti","2","false","null"
"H0231","אֵזוֹב","une plante utilisée dans des buts médicinaux ou religieux","10","false","null"
"H0232","אֵזוֹר","vêtement de la taille, élément symbolique le plus important","14","false","null"
"H0233","אֲזַי","alors, dans ce cas","3","false","null"
"H0234","אַזְכָּרָה","offrande de souvenir, la portion de nourriture offerte est qui est consumée","7","false","null"
"H0235","אָזַל","Uzal = «va-et-vient»","5","true","2024-11-01 08:15:49.825"
"H0236","אֲזַל","aller, sortir, se rendre","7","false","null"
"H0237","אֶזֶל","Ézel = «séparation, départ»","1","false","null"
"H0238","אָזַן","entendre, écouter","41","false","null"
"H0239","אָזַן","peser, tester, prouver, considérer","1","false","null"
"H0240","אָזֵן","outils, armes, bagages","1","false","null"
"H0241","אֹ֫זֶן","oreille, comme partie du corps","187","false","null"
"H0242","אֻזֵּן שֶׁאֱרָה","Uzzen-Schééra = «l’oreille de Schééra»","2","false","null"
"H0243","אַזְנוֹת תָּבוֹר","Aznoth-Thabor = «sommets du Thabor»","2","false","null"
"H0244","אׇזְנִי","Ozni ou Oznite = «attentif, mon oreille (entendre)»","2","false","null"
"H0245","אֲזַנְיָ֫הוּ","Azania = «l’Éternel entend»","1","false","null"
"H0246","אֲזֵק","chaînes, menottes","2","false","null"
"H0247","אָזַר","ceinture, équipement, vêtement","16","false","null"
"H0248","אֶזְרוֹעַ","bras","2","false","null"
"H0249","אֶזְרָח","un natif","17","false","null"
"H0250","אֶזְרָחִי","Ezrachite = «un natif (provenant du terroir)», «levé»","3","false","null"
"H0251","אָח","frère","630","false","null"
"H0252","אַח","frère","1","false","null"
"H0253","אָח","ah!, hélas!, malheur!","3","false","null"
"H0254","אָח","brasier","3","false","null"
"H0255","אֹחַ","animal hurlant","1","false","null"
"H0256","אַחְאָב","Achab = «un frère du père»","93","false","null"
"H0257","אַחְבָן","Achban = «le frère a discerné»","1","false","null"
"H0258","אָחַד","aller d’un côté ou d’un autre, tranchant","1","false","null"
"H0259","אֶחָד","un (le nombre)","971","false","null"
"H0260","אָחוּ","roseaux, joncs","3","false","null"
"H0261","אֵחוּד","Ehud = «unis»","1","false","null"
"H0262","אַחְוָה","déclaration","1","false","null"
"H0263","אַחֲוָיָה","déclaration, une explication","1","false","null"
"H0264","אַחֲוָה","fraternité","1","false","null"
"H0265","אֲחוֹחַ","Achoach = «frère du repos»","1","false","null"
"H0266","אֲחוֹחִי","Achochite = «frère du repos»","5","false","null"
"H0267","אֲחוּמַי","Achumaï = «frère de l’eau»","1","false","null"
"H0268","אָחוֹר","le postérieur, la queue","41","false","null"
"H0269","אָחוֹת","sœur","114","false","null"
"H0270","אָחַז","saisir, prendre, prendre possession","68","false","null"
"H0271","אָחָז","Achaz = «il a soutenu»","42","false","null"
"H0272","אֲחֻזָּה","possession, propriété","66","false","null"
"H0273","אַחְזַי","Achzaï = «possession»","1","false","null"
"H0274","אֲחַזְיָ֫הוּ","Achazia = «l’Éternel (Yahvé) a soutenu»","37","false","null"
"H0275","אֲחֻזָּם","Achuzzam = «possession»","1","false","null"
"H0276","אֲחֻזַּת","Ahuzath = «possession»","1","false","null"
"H0277","אֲחִי","Achi = «un frère»","2","false","null"
"H0278","אֵחִי","Éhi = «mon frère»","1","false","null"
"H0279","אֲחִיאָם","Achiam = «frère de la mère (oncle)»","2","false","null"
"H0280","אֲחִידָה","problème, énigme, puzzle","1","false","null"
"H0281","אֲחִיָּ֫הוּ","Achija = «frère de Yahvé»","24","false","null"
"H0282","אֲחִיהוּד","Ahihud = «frère digne de louanges»","1","false","null"
"H0283","אַחְיוֹ","Achjo = «fraternel»","6","false","null"
"H0284","אֲחִיחֻד","Achichud = «frère du mystère»","1","false","null"
"H0285","אֲחִיטוּב","Achithub = «frère de bienveillance»","15","false","null"
"H0286","אֲחִילוּד","Achilud = «frère du fils»","5","false","null"
"H0287","אֲחִימוֹת","Achimoth = «frère de la mort»","1","false","null"
"H0288","אֲחִימֶ֫לֶךְ","Achimélec = «frère d’un roi»","17","false","null"
"H0289","אֲחִימַן","Ahiman = «frère d’un don»","4","false","null"
"H0290","אֲחִימַ֫עַץ","Achimaats = «frère irascible»","15","false","null"
"H0291","אַחְיָן","Achjan = «fraternel»","1","false","null"
"H0292","אֲחִינָדָב","Achinadab = «frère généreux, libéral, ou noble»","1","false","null"
"H0293","אֲחִינֹ֫עַם","Achinoam = «frère de grâce»","7","false","null"
"H0294","אֲחִיסָמָךְ","Ahisamac = «frère du soutien»","3","false","null"
"H0295","אֲחִיעֶ֫זֶר","Ahiézer = «frère du secours»","6","false","null"
"H0296","אֲחִיקָם","Achikam = «frère de celui qui s’élève»","20","false","null"
"H0297","אֲחִירָם","Achiram = «frère élevé»","1","false","null"
"H0298","אֲחִירָמִי","Achiramites = «frère de la mère (oncle)»","1","false","null"
"H0299","אֲחִירַע","Ahira = «frère du mal»","5","false","null"
"H0300","אֲחִישָׁ֑חַר","Achischachar = «frère de l’aurore»","1","false","null"
"H0301","אֲחִישָׁר","Achischar = «frère d’un chanteur»","1","false","null"
"H0302","אֲחִיתֹ֫פֶל","Achitophel = «frère de la folie»","20","false","null"
"H0303","אַחְלָב","Achlal = «endroit riche et fertile»","1","false","null"
"H0304","אַחְלָ֑י","Achlaï = «Plaise à Dieu!»","2","false","null"
"H0305","אַחֲלַי","Oh! que!; que ceci arrive!","2","false","null"
"H0306","אַחְלָ֑מָה","améthyste","2","false","null"
"H0307","אַחְמְתָא","Achmetha»","1","true","2024-11-01 08:15:49.825"
"H0308","אֲחַסְבַּי","Achasbaï = «frère de ceux qui m’environnent»","1","false","null"
"H0309","אָחַר","retarder, hésiter, différer, rester derrière","17","false","null"
"H0310","אַחַר","après, derrière (un lieu), ensuite (dans le temps)","716","false","null"
"H0311","אַחַר","après","3","false","null"
"H0312","אַחֵר","un autre, autre, suivant","166","false","null"
"H0313","אַחֵר","Acher = «un autre»","1","false","null"
"H0314","אַחֲרוֹן","derrière, suivant, subséquent, de l’ouest","51","false","null"
"H0315","אַחְרַח","Achrach = «un frère suivant»","1","false","null"
"H0316","אֲחַרְחֵל","Acharchel = peut-être «la force a subsisté»","1","false","null"
"H0317","אׇחֳרִי","autre, un autre","6","false","null"
"H0318","אׇחֳרֵין","fin, résultat","1","false","null"
"H0319","אַחֲרִית","dernière partie, fin","61","false","null"
"H0320","אַחֲרִית","fin, dernier","1","false","null"
"H0321","אׇחֳרָן","autre, un autre","5","false","null"
"H0322","אֲחֹרַנִּית","en arrière, reculer, la queue","7","false","null"
"H0323","אֲחַשְׁדַּרְפַּן","satrapes = «gouverneurs du pays»","4","false","null"
"H0324","אֲחַשְׁדַּרְפְּנִין","satrape","9","false","null"
"H0325","אֲחַשְׁוֵרוֹשׁ","Assuérus = «je serai silencieux et pauvre»","31","false","null"
"H0326","אֲחַשְׁתָּרִי","Haahashtari = «je chercherai avec diligence»","1","false","null"
"H0327","אֲחַשְׁתְּרָן","coursier royal","2","false","null"
"H0328","אַט","douceur, lenteur","6","false","null"
"H0329","אָטָד","Athad = «épine»","6","false","null"
"H0330","אֵטוּן","toile, fil","1","false","null"
"H0331","אָטַם","fermer, se taire, clore","8","false","null"
"H0332","אָטַר","fermer","1","false","null"
"H0333","אָטֵר","Ather = «lié, enfermé»","5","false","null"
"H0334","אִטֵּר","lié, entravé de la droite, c’est-à-dire gaucher","2","false","null"
"H0335","אַי","où?","39","false","null"
"H0336","אִי","non, pas de","1","false","null"
"H0337","אִי","hélas!, malheur!","2","false","null"
"H0338","אִי","bêtes hurlantes, chacals","3","false","null"
"H0339","אִי","côte, île, rivage, région","36","false","null"
"H0340","אָיַב","être hostile à, être un ennemi de, traiter comme un ennemi","1","false","null"
"H0341","אֹיֵב","ennemi personnel ou national","283","false","null"
"H0342","אֵיבָה","inimitié, haine","5","false","null"
"H0343","אֵיד","détresse, fardeau, calamité, désastre","24","false","null"
"H0344","אַיָּה","faucon, autour, vautour, oiseau de proie","3","false","null"
"H0345","אַיָּה","Ajja = «oiseau de proie, faucon»","6","false","null"
"H0346","אַיֵּה","où?","45","false","null"
"H0347","אִיּוֹב","Job = «haï, ennemi»","58","false","null"
"H0348","אִיזֶבֶל","Jézabel = «Baal est l’époux»","22","false","null"
"H0349","אֵיךְ","comment?","82","false","null"
"H0350","אִי־כָבוֹד","I-Kabod = «privé de gloire»","3","false","null"
"H0351","אֵיכֹה","où!","1","false","null"
"H0352","אַ֫יִל","bélier","187","false","null"
"H0353","אֱיָל","force","1","false","null"
"H0354","אַיָּל","cerf, biche","11","false","null"
"H0355","אַיָּלָה","daine, femelle du cerf, biche","11","false","null"
"H0356","אֵלוֹן","Élon = «térébinthe, chêne»","7","false","null"
"H0357","אַיָּלוֹן","Ajalon = «endroit des cerfs»","10","false","null"
"H0358","אֵילוֹן בֵּית חָנָן","Élon Beth-Hanan = «chêne de la maison de grâce»","3","false","null"
"H0359","אֵילַת, אֵילוֹת","Élath ou Éloth = «bosquet des grands arbres»","8","false","null"
"H0360","אֱיָלוּת","force, mon secours","1","false","null"
"H0361","אֵילָם","porche, vestibule, portique","15","false","null"
"H0362","אֵילִם","Élim = «palmiers, arbres»","6","false","null"
"H0363","אִילָן","arbre","6","false","null"
"H0364","אֵיל פָּארָן","El-Paran = «chêne de Paran»","2","false","null"
"H0366","אָיֹם","terrible, affreux","3","false","null"
"H0367","אֵימָה","terreur, crainte","17","false","null"
"H0368","אֵימִים","Émim = «terreurs»","3","false","null"
"H0369","אַ֫יִן","il n'y a pas, il n'est pas","789","true","2024-11-01 08:15:49.825"
"H0370","אַ֫יִן","où?, avec quoi?","17","false","null"
"H0371","אִין","n’est-il pas?, n’avez-vous pas?","1","false","null"
"H0372","אִיעֶזֶר","Jézer = «sans secours»","1","false","null"
"H0373","אִיעֶזְרִי","Jézerites = «sans secours»","1","false","null"
"H0374","אֵיפָה","épha","40","false","null"
"H0375","אֵיפֹה","où?","10","false","null"
"H0376","אִישׁ","homme","1663","false","null"
"H0377","אשׁשׁ","être un homme, montrer sa virilité, champion, grand homme","1","false","null"
"H0378","אִישׁ־בֹ֫שֶׁת","Isch-Boscheth = «homme de honte»","22","false","null"
"H0379","אִישְׁהוֹד","Ischhod = «homme de majesté»","1","false","null"
"H0380","אִישׁוֹן","pupille de l’œil","5","false","null"
"H0383","אִיתַי","il est, il y a","17","false","null"
"H0384","אִיתִיאֵל","Ithiel = «Dieu est avec moi»","3","false","null"
"H0385","אִיתָמָר","Ithamar = «côte des palmiers»","21","false","null"
"H0386","אֵיתָן","perpétuel, constant, vivace, intarissable","13","false","null"
"H0387","אֵיתָן","Éthan = «durable, permanent»","8","false","null"
"H0388","אֵיתָנִים","Éthanim = «pluies constantes»","1","false","null"
"H0389","אַךְ","en effet, sûrement","161","false","null"
"H0390","אַכַּד","Accad = «subtil»","1","false","null"
"H0391","אַכְזָב","trompeur, tricheur, duperie, mensonge, désappointement","2","false","null"
"H0392","אַכְזִיב","Aczib = «trompeur»","4","false","null"
"H0393","אַכְזָר","cruel, féroce","4","false","null"
"H0394","אַכְזָרִי","cruel, cruelle","8","false","null"
"H0395","אַכְזְרִיּוּת","cruauté, férocité, cruel","1","false","null"
"H0396","אֲכִילָה","nourriture, un repas, viande","1","false","null"
"H0397","אָכִישׁ","Akisch = «je serai noirci (de peur)»","21","false","null"
"H0398","אָכַל","manger, dévorer, se nourrir","810","false","null"
"H0399","אֲכַל","manger, dévorer","7","false","null"
