strong,lemma,inflectionEndings,pos,gloss,freq,updatedAt
H1910,הֲדַדְרִמּוֹן,,,Hadadrimmon = « épanouissement des grenades»,2,
H1911,הָדָה,,,étendre (la main),1,
H1912,הֹ֫דּוּ,,,Inde = «qui s’enfuit»,2,
H1913,הֲדוֹרָם,,,Hadoram = «honneur noble»,4,
H1914,הִדַּי,,,Hiddai = «pour la réjouissance de l’Éternel»,1,
H1915,הָדַךְ,,,"jeter à terre, fouler, écraser",1,
H1916,הֲדֹם,,,"escabeau, marchepied",6,
H1917,הַדָּם,,,"membre, grosse branche, membre du corps",2,
H1918,הֲדַס,,,myrte (arbre),6,
H1919,הֲדַסָּה,,,Hadassa = «myrte»,1,
H1920,הָדַף,,,"pousser, conduire, jeter, chasser, expulser",11,
H1921,הָדַר,,,"honorer, orner, glorifier, être haut",7,
H1922,הֲדַר,,,glorifier (Dieu),3,
H1923,הֲדַר,,,"honneur, majesté",3,
H1924,הֲדַר,,,Hadar = «honneur»,1,
H1925,הֶ֫דֶר,,,"ornement, splendeur, gloire",1,
H1926,הָדָר,,,"ornement, splendeur, honneur",30,
H1927,הֲדָרָה,,,"ornement, gloire",5,
H1928,"הֲדַדְעֶ֫זֶר, הֲדַרְעֶ֫זֶר",,,Hadarézer = «Hadad est le secours»,12,
H1929,הָהּ,,,hélas!,1,
H1930,הוֹ,,,"hélas!, ah!",2,
H1931,הוּא,,,"il, elle",1878,
H1932,הוּא,,,"il, elle",22,
H1933,הָוָה,,,"tomber, être, devenir, exister, arriver",6,
H1934,הֲוָא,,,"venir, devenir, être",71,
H1935,הוֹד,,,"splendeur, majesté, vigueur",24,
H1936,הוֹד,,,"Hod = «majesté, splendeur»",1,
H1937,הוֹדְיָה,,,Hodva = «louange de l’Éternel»,1,
H1938,הוֹדַוְיָה,,,Hodavia = «louange de l’Éternel»,4,
H1940,הוֹדִיָּה,,,Hodija = «majesté de l’Éternel»,1,
H1941,הוֹדִיָּה,,,Hodija = «majesté de l’Éternel»,5,
H1942,הַוָּה,,,désirer,16,
H1943,הֹוָה,,,"ruine, désastre",3,
H1944,הוֹהָם,,,Hoham = «celui qui est poussé par l’Éternel»,1,
H1945,הוֹי,,,"ah!, hélas!, ha!, ho!, Ô!, malheur!",51,
H1946,הוּךְ,,,"aller, venir, marcher, être apporté",4,
H1947,הוֹלֵלָה,,,folie,4,
H1948,הוֹלֵלוּת,,,folie,1,
H1949,הוּם,,,"(qal) émouvoir, agiter, troubler • (nif.) être agité • (hif.) faire du bruit ; se lamenter",5,2026-02-20T14:22:41.033Z
H1950,הוֹמָ֑ם,,,Homam = «confusion»,1,
H1951,הוּן,,,"être facile, être prêt",1,
H1952,הוֹן,,,"richesse, substance",26,
H1953,יְהוֹשָׁמָע,,,Hoschama = «celui que l’Éternel entend»,1,
H1954,הוֹשֵׁעַ,,,"Hosée (Osée) = «salut, sauve»",16,
H1955,הוֹשַׁעֲיָה,,,Hosée = «l’Éternel a sauvé»,3,
H1956,הוֹתִיר,,,Hothir = «abondance»,2,
H1957,הָזָה,,,"rêver, sommeiller, délirer",1,
H1958,הִי,,,"lamentation, gémissement",1,
H1959,הֵידָד,,,"un cri, clameur, hurlement",7,
H1960,הֻיְּדוֹת,,,chants de louange,1,
H1961,הָיָה,,,"être, devenir, exister, arriver",3562,
H1963,הֵיךְ,,,comment,2,
H1964,הֵיכָל,,,"palais, temple, nef, sanctuaire",80,
H1965,הֵיכַל,,,"palais, temple",13,
H1966,הֵילֵל,,,Lucifer  «porteur de lumière»,1,
H1967,הֵימָם,,,Hémam = «qui extermine»,1,
H1968,הֵימָן,,,Héman = «fidèle»,17,
H1969,הִין,,,hin,22,
H1970,הָכַר,,,traiter faussement,1,
H1971,הַכָּרָה,,,"aspect, apparence, expression",1,
H1972,הָלָא,,,"être envoyé au loin, être enlevé loin de",1,
H1973,הָֽ֫לְאָה,,,"hors de, en avant, plus loin",16,
H1974,הִלּוּל,,,"réjouissance, louange",2,
H1975,הַלָּז,,,"ce, ces, cet, cette, celui-ci, là-bas",7,
H1976,הַלָּזֶה,,,"ce, cet, celui-ci, là-bas",2,
H1977,הַלֵּ֫זוּ,,,"ce, cet, cette,",1,
H1978,הָלִיךְ,,,"pas, pied",1,
H1979,הֲלִיכָה,,,"aller, faire, groupe de voyage, chemin",6,
H1980,הָלַךְ,,,"aller, marcher, venir",1549,
H1981,הֲלַךְ,,,"marcher, aller",3,
H1982,הֵ֫לֶךְ,,,voyageur,2,
H1983,הֲלָךְ,,,"péage, droit de passage, tribut",3,
H1984,הָלַל,,,"(qal) briller, se vanter ; (piel) louer",165,
H1985,הִלֵּל,,,Hillel = «louant»,2,
H1986,הָלַם,,,"frapper, marteler, battre, sonner",8,
H1987,הֶ֫לֶם,,,Hélem = «celui qui frappe»,1,
H1988,הֲלֹם,,,"ici, jusqu’ici",12,
H1989,הַלְמוּת,,,"marteau, maillet",1,
H1990,הָ֑ם,,,Ham = «chaud»,1,
H1991,הֵם,,,"abondance, clameur (sens incertain)",1,
H1992,הֵ֫מָּה,,,"ils, ces, le même, qui",552,
H1993,הָמָה,,,"murmurer, grogner, rugir, pleurer, faire du bruit, tumulte, clameurêtre bruyant, être troublé",34,
H1994,הִמּוֹ,,,"ils, eux",12,
H1995,הָמוֹן,,,"murmurer, hurler, foule, abondance, tumulte, son",83,
H1996,הֲמוֹן גּוֹג,,,Hamon-Gog = «multitude de Gog»,4,
H1997,הֲמוֹנָהֿ,,,Hamona = «multitude»,1,
H1998,הֶמְיָה,,,"son, musique (d’instruments)",1,
H1999,הֲמֻלָּה,,,"ruée, hurlement, orage de pluie, rugissement",2,
H2000,הָמַם,,,"se déplacer bruyamment, faire du bruit, défaire, rompre, consumer, écraser, détruire, inquiéter, vexer",14,
H2001,הָמָן,,,Haman = «magnifique»,54,
H2002,הַמְנִיכָא,,,"collier, chaîne",3,
H2003,הֶ֫מֶס,,,"broussailles, bois sec",1,
H2005,הֵן,,,voici ; si,316,2025-02-27T09:45:58.000Z
H2006,הֵן,,,"voici, si, soit que, si",19,
H2007,הֵנָּה,,,"ils, elles, ces, qui, les mêmes",30,
H2008,הֵ֫נָּה,,,"ici, là, maintenant, jusqu’ici",49,
H2009,הִנֵּה,,,"voici, voilà, voir, si",843,
H2010,הֲנָחָה,,,"un jour de repos, vacances, donner du repos, accorder des vacances",1,
H2011,הִנֹּם,,,Hinnom = «lamentation»,13,
H2012,הֵנַע,,,Héna = «qui trouble»,3,
H2013,הַס,,,"chut!, silence, être silencieux, tenir sa langue, tranquille",8,
H2014,הֲפוּגָה,,,"cessation, arrêt, engourdissement",1,
H2015,הָפַךְ,,,"tourner, renverser, contourner",94,
H2016,הֶ֫פֶךְ,,,"contraire, opposé, différence, renversé, perversité",2,
H2017,הֹפֶךְ,,,"perversité, renversement des choses, corrompre",1,
H2018,הֲפֵכָה,,,"renversement, désastre",1,
H2019,הֲפַכְפַּךְ,,,"tortueux, perverti",1,
H2020,הַצָּלָה,,,"délivrance, fuite",1,
H2021,הֹ֫צֶן,,,"armure?, armes?, chars? (sens incertain)",1,
H2022,הַר,,,"colline, montagne, région de collines ou de montagnes, mont",547,
H2023,הֹר,,,Hor = «montagne»,12,
H2024,הָרָא,,,Hara = «territoire de la montagne»,1,
H2025,הַרְאֵל,,,"autel, foyer autel",1,
H2026,הָרַג,,,"tuer, assassiner, détruire, meurtrier, tueur, assassin",167,
H2027,הֶ֫רֶג,,,"tuer, assassiner",5,
H2028,הֲרֵגָה,,,"une tuerie, un massacre",5,
H2029,הָרָה,,,"concevoir, devenir enceinte, enfanter, être avec un enfant, progéniture",43,
H2030,הָרָה,,,enceinte,16,
H2031,הַרְהֹר,,,"conception mentale, fantaisie, image, se figurer, imagination",1,
H2032,הֵרָיוֹן,,,"conception physique, grossesse, concevoir",3,
H2033,הֲרוֹרִי,,,D’Haror (Harorite?) = «le montagnard»,1,
H2034,הֲרִיסָה,,,ruine,1,
H2035,הֲרִיסוּת,,,"destruction, ruine, renversement",1,
H2036,הֹרָם,,,"Horam = « élevé, exalté»",1,
H2037,הָרֻם,,,"Harum = «exalté, haut»",1,
H2038,הַרְמוֹן,,,Harmon = «haute forteresse»,1,
H2039,הָרָן,,,Haran = «montagnard»,7,
H2040,הָרַס,,,"(qal) démolir, détruire, casser ; (nif.) être démoli, être mis en ruines ; (piel) démolir, détruire",43,2024-11-01T08:15:49.825Z
H2041,הֶ֫רֶס,,,"renversement, destruction",1,
H2042,הָרָר,,,"montagne, colline, mont",12,
H2043,הֲרָרִי,,,habitant ou descendant d’Harar ; peut-être seulement un montagnard,5,
H2044,הָשֵׁם,,,Haschem = «gras»,1,
H2045,הַשְׁמָעוּת,,,"faire entendre, un rapport, une communication",1,
H2046,הִתּוּךְ,,,une fusion,1,
H2047,הֲתָךְ,,,Hathac = «véritablement»,4,
H2048,תָּלַל,,,"se moquer de, tromper",10,
H2049,הֲתֻלִֿים,,,"moquerie, moqueur",1,
H2050,הוּת,,,"crier à, être frénétique, assaillir, accabler, imaginer le mal",1,
H2051,וְדָן,,,Vedan = «et Dan»,1,
H2052,וָהֵב,,,Vaheb = «ce qu’il a fait»,1,
H2053,וָו,,,"crochet, croc, cheville, clou, épingle, hameçon",13,
H2054,וָזָר,,,"coupable, chargé de culpabilité, étrange",1,
H2055,וַיְזָתָא,,,Vajezatha = «fort comme le vent»,1,
H2056,וָלָד,,,"enfant, descendant, progéniture",1,
H2057,וַנְיָה,,,Vania = «l’Éternel est louange»,1,
H2058,וׇפְסִי,,,Vophsi = «riche»,1,
H2059,וַשְׁנִי,,,Vaschni = «fort»,1,
H2060,וַשְׁתִּי,,,"Vasthi = «la meilleure, la bien-aimée»",10,
H2061,זְאֵב,,,loup,7,
H2062,זְאֵב,,,Zeeb = «loup»,6,
H2063,זֹאת,,,"cette, cela, celle-ci, celle-là",604,2024-11-01T08:15:49.825Z
H2064,זָבַד,,,"doter, faire un don, accorder",1,
H2065,זֶ֫בֶד,,,"dotation, don, cadeau",1,
H2066,זָבָד,,,"Zabad = «il donne, il dote»",8,
H2067,זַבְדִּי,,,"Zabdi = «dotation, il (Dieu) a donné»",6,
H2068,זַבְדִּיאֵל,,,Zabdiel = «don de Dieu»,2,
H2069,זְבַדְיָהוּ,,,Zebadia ou Zebadja = «don de l’Éternel»,9,
H2070,זְבוּב,,,mouche,2,
H2071,זָבוּד,,,Zabud = «donné (par Dieu)»,1,
H2073,זְבֻל,,,"élevé, résidence, élévation, demeure élevée, hauteur, habitation",5,
H2074,זְבוּלֻן,,,Zabulon = «habitation»,45,
H2075,זְבוּלֹנִי,,,Zabulonite  voir Zabulon,3,
H2076,זָבַח,,,"abattre, tuer, sacrifier, abattre pour le sacrifice",134,
H2077,זֶ֫בַח,,,sacrifice,162,
H2078,זֶ֫בַח,,,Zébach = «privé de protection»,12,
H2079,זַבַּי,,,Zabbaï = «pur»,1,
H2080,זְבוּדָה,,,Zebudda = «donné»,1,
H2081,זְבִינָא,,,"Zebina = «acheté, acquis»",1,
H2082,זָבַל,,,"exalter, honorer, habiter avec",1,
H2083,זְבֻל,,,Zebul = «habitation»,6,
H2084,זְבַן,,,"acheter, gagner",1,
H2085,זָג,,,(sens incertain),1,
H2086,זֵד,,,"arrogant, orgueilleux, insolent, présomptueux",13,
H2087,זָדוֹן,,,"orgueil, insolence, présomption, arrogance",11,
H2088,זֶה,,,"ce, celui-ci, ici, qui, cecicela, l’un l’autre, un autre, tel",1179,
H2090,זֹה,,,"ce, cet, cette, ces",11,
H2091,זָהָב,,,or,389,
H2092,זָהַם,,,"détester, être dégoûtant",1,
H2093,זָ֑הַם,,,Zaham = «dégoût»,1,
H2094,זָהַר,,,"réprimander, avertir, enseigner, briller, être brillant",22,
H2095,זְהַר,,,"prendre garde, faire attention, se soucier de, avertir",1,
H2096,זֹ֫הַר,,,"éclat, brillant",2,
H2097,זוֹ,,,"ce, tel",2,
H2098,זוּ,,,"ce, cet, tel",15,
H2099,זִו,,,Ziv = «éclat (des fleurs épanouies)»,2,
H2100,זוּב,,,"couler, jaillissement, perte, décharge",42,
H2101,זוֹב,,,"un flot, une perte, un flux",13,
H2102,זִיד,,,"bouillir, faire bouillir, agir orgueilleusement, agir comme un présomptueux, être arrogant, avoir une fierté rebelle",10,
H2103,זוּד,,,"agir orgueilleusement, être présomptueux",1,
H2104,זוּזִים,,,Zuzim = «créatures qui rodent»,1,
H2105,זוֹחֵת,,,Zocheth = «qui libère»,1,
H2106,זָוִית,,,coin,2,
H2107,זוּל,,,"verser, prodiguer",2,
H2108,זוּלָה,,,"un enlèvement, un éloignement",16,
H2109,זוּן,,,nourrir,1,
H2110,זוּן,,,nourrir,1,
H2111,זוּעַ,,,"trembler, trembloter, être dans la terreur",3,
H2112,זוּעַ,,,trembler,2,
H2113,זְוָעָה,,,"horreur, objet de terreur, tremblement, une cause de tremblement",1,
H2114,זוּר,,,"être étrange, être un étranger",77,
H2115,זוּר,,,"presser, serrer, écraser",3,
H2116,זוּרֶה,,,une chose qui est écrasée,1,
H2117,זָזָא,,,Zara = « éclat»,1,
H2118,זָחַח,,,"enlever, déplacer",2,
H2119,זָחַל,,,"se rétrécir, ramper, se traîner",3,
H2120,זֹחֶ֫לֶת,,,"Zohéleth = «serpent, ou rampant»",1,
H2121,זֵידוֹן,,,"remuant, turbulent, orgueilleux, insolent",1,
H2122,זִיו,,,"éclat, splendeur, couleur",6,
H2123,זִיז,,,"créatures qui se meuvent, les choses qui bougent",3,
H2124,זִיזָא,,,"Ziza = «abondance, fertilité»",2,
H2125,זִיזָה,,,Zina = «abondance»,1,
H2126,זִינָא,,,Zina = «bien nourri»,1,
H2127,זִיעַ,,,"Zia = «tumulte, terreur»",1,
H2128,זִיף,,,Ziph = «créneau»,10,
H2129,זִיפָה,,,Zipha = «créneau»,1,
H2130,זִיפִי,,,Ziphiens = «les fondeurs»,3,
H2131,זֵק,,,"étincelle, projectile, tison, flèche enflammée",7,
H2132,זַ֫יִת,,,"olive, olivier",38,
H2133,זֵיתָן,,,Zéthan = «olivier»,1,
H2134,זַךְ,,,"propre, pur",11,
H2135,זָכָה,,,"être propre, être pur, être clair",8,
H2136,זָכוּ,,,"pureté, innocence, innocence au regard de Dieu",1,
H2137,זְכוּכִית,,,"verre, cristal, verre fin",1,
H2138,זָכוּר,,,mâle,4,
H2139,זַכּוּר,,,Zaccur ou Zabbud = «attentif»,10,
H2140,זַכַּי,,,"Zabbaï ou Zaccaï = «pur, innocent»",3,
H2141,זָכַךְ,,,"être pur, être brillant, être vif, propre",4,
H2142,זָכַר,,,"se souvenir de, rappeler, ramener à l’esprit",232,
H2143,זֵ֫כֶר,,,"souvenir, mémoire",23,
H2144,זֶ֫כֶר,,,Zéker = «souvenir»,1,
H2145,זָכָר,,,mâle (homme ou animal),82,
H2146,זִכָּרוֹן,,,"souvenir, mémorial",24,2025-02-12T10:27:50.000Z
H2147,זִכְרִי,,,Zicri = «mémorable»,12,
H2148,זְכַרְיָהוּ,,,Zacharie = «l’Éternel se souvient»,43,
H2149,זֻלּוּת,,,"bassesse, vilenie, indignité",1,
H2150,זַלְזַל,,,"sarments, brindilles, vrilles",1,
H2151,זָלַל,,,"être indigne, être vil, être insignifiant, être léger",8,
H2152,זַלְעָפָה,,,chaleur brûlante,3,
H2153,זִלְפָּה,,,Zilpa = «un ruissellement»,7,
H2154,זִמָּה,,,"plan, méchanceté, mauvais projet, méchant dessein",29,
H2155,זִמָּה,,,"Zimma = «intention, complot»",3,
H2156,זְמוֹרָה,,,"branche, brindille, sarment",5,
H2157,זַמְזֻמִּים,,,"Zamzummim = «qui marmottent, criards»",1,
H2158,זָמִיר,,,"chant, psaume",6,
H2159,זָמִיר,,,"branche, taille, élagage",1,
H2160,זְמִירָה,,,"Zemira = «mélodie, chant»",1,
H2161,זָמַם,,,"avoir une pensée, projeter, considérer",13,
H2162,זָמָם,,,"méchants desseins, mauvais projets",1,
H2163,זָמַן,,,"désigner un temps, être fixé, être nommé",3,
H2164,זְמַן,,,"être d’accord ensemble, fixer un temps",1,
H2165,זְמָ֑ן,,,"un temps fixé, un temps",4,
H2166,זְמַן,,,"un temps fixé, un temps, une saison",11,
H2167,זָמַר,,,"chanter, chanter des louanges, faire de la musique",45,
H2168,זָמַר,,,"tailler, élaguer",3,
H2169,זֶ֫מֶר,,,"mouton de montagne, chèvre de montagne, mouflon, gazelle, chamois(sens incertain)",1,
H2170,זְמָר,,,"musique instrumentale, musique",4,
H2171,זַמָּר,,,chanteur,1,
H2172,זִמְרָה,,,"musique, mélodie, chant",4,
H2173,זִמְרָה,,,"fruits de choix, meilleurs produits",1,
H2174,זִמְרִי,,,"fils de Salu, prince de Siméon, tué par Phinées avec la princesse Madianite Cozbi",15,
H2175,זִמְרָן,,,Zimran = «musicien»,2,
H2176,זִמְרָת,,,"chant de louange, chant, musique, mélodie",3,
H2177,זַן,,,"genre, sorte, espèce",3,
H2178,זַן,,,"genre, sorte",4,
H2179,זָנַב,,,découper,2,
H2180,זָנָב,,,"queue, bout, souche",11,
H2181,זָנָה,,,"commettre la fornication, être prostituée, jouer la fille de joie",94,
H2182,זָנוֹחַ,,,Zanoach = «rejeté»,5,
H2183,זְנוּנִים,,,"adultère, fornication, prostitution",12,
H2184,זְנוּת,,,"fornication, prostitution",9,
H2186,זָנַח,,,"repousser, rejeter",20,
H2187,זָנַק,,,"sauter, jaillir",1,
H2188,זֵעָה,,,sueur,1,
H2189,זַעֲוָה,,,"une horreur, un tremblement, objet de terreur ou de tremblement",7,
H2190,זַעֲוָן,,,Zaavan = «dérangé»,2,
H2191,זְעֵיר,,,un peu,5,
H2192,זְעֵיר,,,"un peu, petit",1,
H2193,זָעַךְ,,,"éteindre, être éteint",1,
H2194,זָעַם,,,"(qal) maudire, être en colère ; (nif.) se mettre en colère",12,2024-11-01T08:15:49.825Z
H2195,זַ֫עַם,,,"colère, indignation",22,
H2196,זָעַף,,,"ronger, être triste, être courroucé, enragé, de mauvaise humeur",5,
H2197,זַ֫עַף,,,"rage, fureur, indignation",6,2024-11-01T08:15:49.825Z
H2198,זָעֵף,,,"fâché, furieux, de mauvaise humeur, vexé",2,
H2199,זָעַק,,,"crier, s’écrier, appeler au secours",73,
H2200,זְעִ֑ק,,,"crier, s’écrier, appeler",1,
H2201,זְעָקָה,,,"cri, clameur",18,
H2202,זִפְרֹן,,,Ziphron = «parfum»,1,
H2203,זֶ֫פֶת,,,"poix, goudron, asphalte",3,
H2204,זָקֵן,,,"être vieux, devenir vieux",27,
H2205,זָקֵן,,,vieux,178,
H2206,זָקָן,,,"barbe, menton",19,
H2207,זֹ֫קֶן,,,grand âge,1,
H2208,זְקֻנִים,,,"grand âge, extrême grand âge",4,
H2209,זִקְנָה,,,grand âge,6,
H2210,זָקַף,,,"lever, élever, redresser",2,
H2211,זְקַף,,,"élever, dresser",1,
H2212,זָקַק,,,"purifier, distiller, passer, raffiner",7,
H2213,זֵר,,,"bordure, moulure, couronne",10,
H2214,זָרָא,,,"nausée, dégoût, chose dégoûtante",1,
H2215,זָרַב,,,"dessécher, avoir chaud, être brûlé, être roussi",1,
H2216,זְרֻבָּבֶ֫ל,,,Zorobabel = «rejeton de Babylone»,21,
H2217,זְרֻבָּבֶ֫ל,,,Zorobabel,1,2024-11-01T08:15:49.825Z
H2218,זֶ֫רֶד,,,Zéred = «ruisseau de l’osier»,4,
H2219,זָרָה,,,"(qal) jeter, répandre, vanner, disperser ; (nif.) être dispersé ; (piel) répandre, disperser ; (piel) pénétrer, connaître",39,2024-11-01T08:15:49.825Z
H2220,זְרוֹעַ,,,"bras, avant-bras, épaule, force",91,
H2221,זֵרוּעַ,,,"ce qui est semé, semailles, semence, la chose semée",2,
H2222,זַרְזִיף,,,dégoutter,1,
H2223,זַרְזִיר,,,"ceint, sanglé, utilisé avec  dans",1,
H2224,זָרַח,,,"se lever, apparaître, éclater, s’élever, briller",18,
H2225,זֶ֫רַח,,,"aurore, brillant",1,
H2226,זֶ֫רַח,,,"fils de Réuel et petit-fils d’Ésaï, un des princes d’Édom",21,
H2227,זַרְחִי,,,Zérachites = voir Zérach,6,
H2228,זְרַחְיָה,,,Zerachja = «l’Éternel s’est levé»,5,
H2229,זָרַם,,,"verser, tomber à verse, inonder",2,
H2230,זֶ֫רֶם,,,"averse de pluie, orage, tempête",9,
H2231,זִרְמָה,,,"écoulement, perte",2,
H2232,זָרַע,,,"semer, éparpiller de la semence",56,
H2233,זֶ֫רַע,,,"semence, graine, semailles, descendant",229,
H2234,זְרַע,,,"semence, descendant",1,
H2235,זֵרֹעַ,,,légumes (qui ont été semés),2,
H2236,זָרַק,,,"éparpiller, asperger, jeter, éparpiller abondamment, joncher",35,
H2237,זָרַר,,,éternuer,1,
H2238,זֶ֫רֶשׁ,,,Zéresch = «or»,4,
H2239,זֶ֫רֶת,,,"empan, paume",7,
H2240,זַתּוּא,,,Zatthu = «ornement»,5,
H2241,זֵתָם,,,Zétham = «olivier»,2,
H2242,זֵתַר,,,Zéthar = « étoile»,1,
H2243,חֹב,,,sein,1,
H2244,חָבָא,,,"(nif.) se cacher • (pual) se cacher • (hif.) cacher, protéger • (hof.) être caché, être emprisonné • (hitp.) se cacher ; se solidifier",33,2026-02-20T14:20:25.757Z
H2245,חָבַב,,,"aimer ardemment, chérir",1,
H2246,חֹבָב,,,"Hobab = «chéri, aimé»",2,
H2247,חָבָה,,,"retirer, cacher, se cacher",5,
H2248,חֲבוּלָא,,,"agir de façon nuisible, crime, mal, action méchante, un tort",1,
H2249,חָבוֹר,,,Chabor = «qui joint»,3,
H2250,חַבּוּרָה,,,"meurtrissure, blessure, coup",7,
H2251,חָבַט,,,"battre du blé, battre",5,
H2252,חֲבַיָה,,,Habaja (Hobaja) = «l’Éternel a caché»,2,
H2253,חֶבְיוֹן,,,"dissimulation, couverture, cachette",1,
H2254,חָבַל,,,lier,27,
H2255,חֲבַל,,,"faire mal, détruire",6,
H2256,חֶ֫בֶל,,,"une corde, un cordeau, un territoire, une compagnie",62,
H2257,חֲבָל,,,"faire mal, endommager, blesser",3,
H2258,חֲבֹלָה,,,gage,4,
H2259,חֹבֵל,,,"marin, homme de mer",5,
H2260,חִבֵּל,,,mât (sens incertain),1,
H2261,חֲבַצֶּלֶת,,,"safran des près, crocus, rose, narcisse",2,
H2262,חֲבַצִּנְיָה,,,Habazinia = «lumière de l’Éternel»,1,
H2263,חָבַק,,,"embrasser, étreindre",13,
H2264,חִבֻּק,,,de croiser (les mains),2,
H2265,חֲבַקּוּק,,,Habakuk = «embrasser»,2,
